date,price
12/6/2021,165.10965
12/7/2021,170.962173
12/8/2021,174.857224
12/9/2021,174.337875
12/10/2021,179.221664
12/13/2021,175.516388
12/14/2021,174.108185
12/15/2021,179.071854
12/16/2021,172.040802
12/17/2021,170.922241
12/20/2021,169.533997
12/21/2021,172.769882
12/22/2021,175.416504
12/23/2021,176.055695
12/27/2021,180.10054
12/28/2021,179.061859
12/29/2021,179.151749
12/30/2021,177.973251
12/31/2021,177.344055
1/3/2022,181.778397
1/4/2022,179.471344
1/5/2022,174.697418
1/6/2022,171.781143
1/7/2022,171.950928
1/10/2022,171.970901
1/11/2022,174.857224
1/12/2022,175.306641
1/13/2022,171.970901
1/14/2022,172.849792
1/18/2022,169.583939
1/19/2022,166.018478
1/20/2022,164.300659
1/21/2022,162.203354
1/24/2022,161.414337
1/25/2022,159.576691
1/26/2022,159.486801
1/27/2022,159.01741
1/28/2022,170.113266
1/31/2022,174.557602
2/1/2022,174.387817
2/2/2022,175.616257
2/3/2022,172.679993
2/4/2022,172.389999
2/7/2022,171.660004
2/8/2022,174.830002
2/9/2022,176.279999
2/10/2022,172.119995
2/11/2022,168.639999
2/14/2022,168.880005
2/15/2022,172.789993
2/16/2022,172.550003
2/17/2022,168.880005
2/18/2022,167.300003
2/22/2022,164.320007
2/23/2022,160.070007
2/24/2022,162.740005
2/25/2022,164.850006
2/28/2022,165.119995
3/1/2022,163.199997
3/2/2022,166.559998
3/3/2022,166.229996
3/4/2022,163.169998
3/7/2022,159.300003
3/8/2022,157.440002
3/9/2022,162.949997
3/10/2022,158.520004
3/11/2022,154.729996
3/14/2022,150.619995
3/15/2022,155.089996
3/16/2022,159.589996
3/17/2022,160.619995
3/18/2022,163.979996
3/21/2022,165.380005
3/22/2022,168.820007
3/23/2022,170.210007
3/24/2022,174.070007
3/25/2022,174.720001
3/28/2022,175.600006
3/29/2022,178.960007
3/30/2022,177.770004
3/31/2022,174.610001
4/1/2022,174.309998
4/4/2022,178.440002
4/5/2022,175.059998
4/6/2022,171.830002
4/7/2022,172.139999
4/8/2022,170.089996
4/11/2022,165.75
4/12/2022,167.660004
4/13/2022,170.399994
4/14/2022,165.289993
4/18/2022,165.070007
4/19/2022,167.399994
4/20/2022,167.229996
4/21/2022,166.419998
